name_a,name_b
HFE, The common-emitter current gain in a BJT transistor (also represented by βF). See: BJT
HFEA, Human Fertilisation and Embryology Authority (UK)
Hg, Mercury (Latin Hydrargyrum)
HGC, UK Human Genetics Commission
HGF, Human Growth Factor
HGTV, Home & Garden Television
HHD," humanitatum doctor (Latin, ""doctor of humanities"")"
HHB,Ha Ha Bonk - The noise made when you laugh your head off. Used instead of LOL...
hi, Hindi language (ISO 639-1 code)
HI, Hawaii (postal symbol)
HIDACZ," High-Density Airspace Control Zone (""high dak zed/zee"")"
HIH, His (or Her) Imperial Highness
HIM, His (or Her) Imperial Majesty
HIMAD, High to Medium Altitude Air Defence (see also H/MAD)
HIMEZ, High Altitude Missile Engagement Zone
HIMYM,How I Met Your Mother
hin, Hindi language (ISO 639-2 code)
HIPAA, U.S. Health Insurance Portability and Accountability Act
Hipparcos, HIgh Precision Parallax COllecting Satellite
Hird, Hurd of interfaces representing depth (cf. HURD)
HiRISE, High Resolution Imaging Science Experiment
HIT, Health Information Technology
HIV, Human Immunodeficiency Virus
HIWT, Hobart Institute of Welding Technology
HJ," hic jacet (Latin, ""here lies"")"
HJD, Heliocentric Julian Day
HK, Hong Kong (ISO 3166 digram; FIPS 10-4 territory code)
HKD, Hong Kong dollar (ISO 4217 currency code)
HKG, Hong Kong (ISO 3166 trigram)
HKS, HyperKinetic Syndrome
hL, Hectolitre
HL, Holding Line
HLA, High Level Architecture (simulation) - Human Leukocyte Antigen
HLL, High-Level Language
HLN, Headline News
HLOS, High Level Output Specification
HLS," hoc loco situs (Latin, ""laid in this place"")"
HLVW," Heavy Logistics Vehicle, Wheeled"
HM, Heard Island and McDonald Islands (ISO 3166 digram; FIPS 10-4 territory code)
HMCE, Her/His Majesty's Customs and Excise (former UK government department; succeeded by HM Revenue and Customs)
HMD, Heard and McDonald Islands (ISO 3166 trigram)
HMF, HydroxyMethyl Furfural
HMM, Hidden Markov model
HMMWV," High Mobility Multipurpose Wheeled Vehicle (""hum-vee""; ""hummer"")"
hmo, Hiri Motu language (ISO 639-2 code)
HMO, Health maintenance organization
HMP, Her Majesty's Prison
HMRC, Her/His Majesty's Revenue and Customs
HMSO, Her Majesty's Stationery Office
HMV, His Master's Voice
HN, Honduras (ISO 3166 digram)
HND, Honduras (ISO 3166 trigram)
HNL, Honduran lempira (ISO 4217 currency code)
ho, Hiri Motu language (ISO 639-1 code)
Ho, Holmium
HO, Honduras (FIPS 10-4 country code)
HOLLAND, Hope Our Love Lasts And Never Dies
HOMES,"the Great Lakes; Huron, Ontario, Michigan, Erie, Superior"
HONY,"Humans of New York, a photoblog."
HOPI," Hybrid Optical and Packet Infrastructure (see Internet2, Abilene Network)"
HoReCa," Hotel, Restaurant and Catering"
HORIZON," Hélicoptère d'observation radar et d'investigation sur zone (French, Zone Investigation and Radar Observation Helicopter)"
HOSTAC, Helicopter Operations from Ships Other Than Aircraft Carriers
HOT, Highly Optimised Tolerance
HOTAS, Hands on throttle-and-stick
HOV, High Occupancy Vehicle
hp, horse power
HP, Hewlett-Packard - Hindustan Petroleum -  Himachal Pradesh (Indian state code)
HPA, UK Health Protection Agency
HPCL, Hindustan Petroleum Corporation Limited
HPLC, High Performance Liquid Chromatography
HPT, High[er] Payoff Target
HPV, Human Papilloma Virus
HQ, HeadQuarters -  Howland Island (FIPS 10-4 territory code)
HQDA," HeadQuarters, Department of the Army"
hr, Croatian language (ISO 639-1 code)
HR- Croatia (FIPS 10-4 country code; ISO 3166 digram,"from the country's native name of Hrvatska) -  Haryana (Indian state code), Harvard Revised star catalogue,Human Resources"
HRBL, High-level Representation of Behavior Language (original name of the Herbal language)
HRD, Human Resource Development
HRED," (U.S. Army Research Laboratory's) Human Research and Engineering Directorate (Aberdeen Proving Ground, Maryland)"
HRF, High iness Forces
HRH, His (or Her) Royal Highness
HRK, Croatian kuna (ISO 4217 currency code)
HRM, His (or Her) Royal Majesty
HRM, Human Resource Management
HRT, Hormone Replacement Therapy
hrv, Croatian language (ISO 639-2 code)
Hs, Hassium
HSBC, The Hong Kong and Shanghai Banking Corporation
HSC, Higher School Certificate
HSM, High School Musical
HSMAD, Human Science/Modeling and Analysis Data
HSN, Home Shopping Network
HSPH, Harvard School of Public Health
HSSI, High-Speed Serial Interface
HST,see entry
ht, Haitian Creole language (ISO 639-1 code)
HTA, HyperText Application
HTFU, Harden The Fuck Up
HTG, Haitian gourde (ISO 4217 currency code)
HTH, Hope That Helps
HTI, Haiti (ISO 3166 trigram)
HTML, HyperText Markup Language
HTR, Heated Towel Rail
HTS, High-Temperature Superconducting wire
HTTP, HyperText Transfer Protocol
HU, Hungary (ISO 3166 digram; FIPS 10-4 country code)
HUD,(i/a) Head-Up Display - Housing and Urban Development
HUF, Hungarian forint (ISO 4217 currency code)
HUHA, Head up his/her ass (Marine salute; probably a backcronym)
HUMINT, Human Intelligence (military parlance)
hun, Hungarian language (ISO 639-2 code)
HUN, Hungary (ISO 3166 trigram)
HURD, Hird of Unix-Replacing Daemons (cf. Hird)
HVU, High Value Unit (military)
HV, Upper Volta (ISO 3166 digram; obsolete 1984)
HVAC," Heating, ventilation and air conditioning Used in architecture, business and marketing; refers to a building's entire system of heating, moving, or cooling air."
HVAP, High Velocity Armour Piercing (ammunition)
HVHF,High velocity human factors
HVM, High Velocity Missile
HVO, Upper Volta (ISO 3166 trigram; obsolete 1984)
HVP, HarborView Properties - High vacuum process - Hydrolyzed vegetable protein - Human Variome Project - High Velocity Protection - H.V.P. (rapper) - High Voltage Protection - High Vapor Pressure - Hub Voice Processor - High-Velocity Projectile - High-Video Pass - High-Velocity Particle
HW, Hardware -  High Water (nautical charts)
HWM, Hardware morphing (computer graphics rendering)
HX, IATA code of Hong Kong Airlines -  Medical history -  Hydrogen halide -  Concept automobile by HUMMER
HXB, The glycoprotein Tenascian C
hy, Armenian language (ISO 639-1 code)
hye, Armenian language (ISO 639-2 code)
HYS," Harvard, Yale, Stanford (perennially named as the top three law schools in the U.S.)"
hz, Herero language (ISO 639-1 code)
Hz, Hertz
HZ, Haze (METAR Code)
I, Iodine - One (in Roman numerals)
ia, Interlingua language (ISO 639-1 code)
IA, Iowa (postal symbol)
IAAF," International Association of Athletics Federations (""International Amateur Athletics Federation"" from 1912 to 2001)"
IAAL, I Am A Lawyer
IAB, International Association for Biologicals
IACREOT," International Association of Clerks, Recorders, Election Officials, and Treasurers"
IAD, Ion Assisted Deposition
IADS, Integrated Air Defence System
IAEA, International Atomic Energy Agency
IAF,{i} Industrial Areas Foundation
IAFG, Information Assurance Focus Group
IAI, International African Institute - Israel Aircraft Industries
IANA, Internet Assigned Numbers Authority
IANAL, I Am Not A Lawyer
IAQ, Indoor air quality - Infrequently Asked Questions
IAS, Image Assessment System
IASIP, It's Always Sunny in Philadelphia
IATA,(a/i) International Air Transport Association
IATF,International Automotive Task Force
IATSE,International Alliance of Theatrical Stage Employees
IAU, International Association of Universities - International Astronomical Union
IAUC, International Astronomical Union Circular
IAW, In Accordance With
IB, International Baccalaureate
IBA, Important Bird Area
IBD, Inflammatory Bowel Disease
IBDM, Information Based Decision Making
IBDS, Integrated Biological Detection System - International Business Development Specialist
IBM, International Business Machines
ibo, Igbo language (ISO 639-2 code)
IBRD, International Bank for Reconstruction and Development (part of the World Bank)
IBS, Irritable Bowel Syndrome
IC, Ice Crystals (METAR Code) - Iceland (FIPS 10-4 country code) -  Integrated Circuit - [inner circle]
ICANN, Internet Corporation for Assigned Names and Numbers
ICAO, International Civil Aviation Organization
ICBM, Intercontinental Ballistic Missile
ICBM,"I see (phonetically ""c"") BatMan"
ICBN, International Code of Botanical Nomenclature
ICC, Integrated Command and Control - International Criminal Court - International Cricket Council - Interstate Commerce Commission - International Chamber of Commerce
ICD, Implantable Cardioverter-Defibrillator - Initial Capabilities Document - International Classification of Diseases
ICE,(i/a) In case of emergency
ICES,(a/i) International Council for the Exploration of the Sea
ICF, Intelligent Community Forum
ICHTHYS," Iesous Christos, Theou Yios, Soter (Greek, ""Jesus Christ, Son of God, Savior"")"
ICM, Improved Conventional Munition - Integrated Collection Management - International Congress of Mathematicians - Iraq Campaign Medal
ICMP, Internet Control Message Protocol
ICNAF, International Commission for the Northwest Atlantic Fisheries (became NAFO in 1978)
ICNI," Integrated Communication, Navigation, and Identification"
ICO, Intermediate Circular Orbit
ICP, Inductively coupled plasma - Insane Clown Posse
ICPE,"(a/i) International Conference on Pharmacoepidemiology, the annual conference of the International Society for Pharmacoepidemiology"
ICRAF, International Centre for Research in Agroforestry (a.k.a. World Agroforestry Centre since 2002)
ICRISAT,(i/a) International Crops Research Institute for the Semi-Arid Tropics
ICRL, Individual Component Repair List
ICRS, International Celestial Reference System
ICS, In-Country Support - Intelligence and Communications Systems - Interim Contractor Support
ICSI, Intracytoplasmic Sperm Injection
ICT, Information and communication technologies
ICTH, Island Closest to Heaven/Hell Final Fantasy VIII
ICV, Infantry Carrier Vehicle
ICW, In Co-ordination With - Indonesia Corruption Watch - Infectious and Chemotherapeutic Waste - Insulating Concrete Wall - Integral Crystalline Waterproofing -  Interactive Courseware
ICYMI, In Case You Missed It
ICZN, International Code of Zoological Nomenclature - International Commission on Zoological Nomenclature
id, Indonesian language (ISO 639-1 code)
"ID- Idaho (postal symbol), Identity, Indonesia (FIPS 10-4 country code; ISO 3166 digram), Infantry Division,Intelligent Design,ID10T Error", Idiot User Error (IT help desk inside joke)
IDC, International Data Corporation
IDDI, I don't do initialisms (see irony)
IDeA," Improvement and Development Agency, the former name of Local Government Improvement and Development in the United Kingdom"
IDGAF, I don't give a fuck
IDK, I don't know
IDKIBTI,"I don't know, I'm black, that's it"
IDL, Interface Definition Language
IDN, Indonesia (ISO 3166 trigram)
ido, Ido language (ISO 639-2 code)
IDR, Indonesian rupiah (ISO 4217 currency code)
ie, Interlingue language (ISO 639-1 code)
IE, Indo-European languages - Internet Explorer -  Ireland (ISO 3166 digram) - Iced Earth
IEA, International Energy Agency
IEC, International Electrotechnical Commission
IED, Improvised Explosive Device
IEEE," Institute of Electrical and Electronics Engineers (""I triple-E"")"
IELTS, International English Language Testing System
IER, Information Exchange Requirement
IET, Institution of Engineering and Technology
IET,(ii) Initial Entry Training
IETF, Internet Engineering Task Force
IEW, Intelligence and Electronic Warfare
IFAB, International Football Association Board
IFAH, International Federation for Animal Health
IFAP, International Federation of Agricultural Producers
IFC, International Finance Corporation (part of the World Bank) -  Independent Film Channel
IFF," Identification, Friend or Foe - Individually Fresh Frozen - International Flavors and Fragrances"
IFFN," Identification, Friend, Foe, or Neutral"
IFO, Identified Flying Object (see also UFO)
IFOR, UN Implementation Force -  Institute for Operations Research - International Fellowship of Reconciliation
IFOV, Instantaneous Field of View
IFPI, International Federation of Phonographic Industries
IFR, Instrument Flight Rules
IFRB, International Frequency Registration Board
IFV, Infantry Fighting Vehicle
ig, Igbo language (ISO 639-1 code)
IG, Inspector General
IGNOU, Indira Gandhi National Open University
IGS, International Ground Station
IGY, Israeli Gay Youth - International Geophysical Year
IHH, Idiopathic Hypogonadotropic Hypogonadism
IHO,(i/a) International Hydrographic Organization
IHOP,"(i/a) International House of Pancakes, the original name of this American restaurant chain (""EYE-hop"")"
IHR, Institute for Historical Review
IHSI,Institutum Historicum Societatis Iesu (Jesuit Historical Institute)
ii, Sichuan Yi language (ISO 639-1 code)
II, Two (in Roman numerals)
IICA, Inter-American Institute for Cooperation on Agriculture
IIE, Innovative Interstellar Explorer
iii, Sichuan Yi language (ISO 639-2 code)
III, Three (in Roman numerals)
IIRC, If I Recall/Remember Correctly
IISS, International Institute for Strategic Studies
IIT, Illinois Institute of Technology - Indian Institutes of Technology - Indiana Institute of Technology
IJN, Imperial Japanese Navy (World War II)
IJWP, Interim Joint Warfare Publication
ik, Inupiaq language (ISO 639-1 code)
IKEA," Ingvar Kamprad (the company's founder), Elmtaryd (the farm where he was born and raised), Agunnaryd (a village and parish near the farm)"
iku,  Inuktitut language (ISO 639-2 code)
IL, Illinois (postal symbol) - Israel (ISO 3166 digram)
ILC, International Law Commission - International Linear Collider
ILDS, Improved Landmine Detection System
ile, Interlingue language (ISO 639-2 code)
ILO, International Labour Organization
ILRI, International Livestock Research Institute
ILS, Israeli shekel (ISO 4217 currency code)
ILY," IATA code for Islay Airport (Scotland),  I Love You [pronounced ILL-LEE]"
IMBD, International Migratory Bird Day
IMDb,Internet Movie Database
IME, In My Experience
IMHO," In My Humble/Honest Opinion, cf. IMO"
IML, International Mister Leather
IMLAST, International Movement for Leisure Activities in Science and Technology - see MILSET
IMNM," - Immune-mediated necrotizing myopathy a rare, but serious ADR of statins [1]"
IMNSHO, In My Not So Humble Opinion
IMPAC, International Merchant Purchase Authorization Card
IMPACT, International Medical Products Anti-Counterfeiting Taskforce
IMPATT, IMPact Avalanche Transit Time diode
IMPT, Institute of Maxillofacial Prosthetists and Technologists
IMR," Inzhenernaya Mashina Razgrazhdeniya (Russian Инженерные Машины Разграждения, ""Engineer Vehicle Obstacle-Clearing"") †"
IMRL, Individual Material iness List
IMsL, International Ms. Leather
IMT, Integrated Management Tool
IMU, International Mathematical Union
In, Indium
IN, India (FIPS 10-4 country code; ISO 3166 digram) - Indiana (postal symbol) - Infantry
ina, Interlingua language (ISO 639-2 code)
INA, Immigration and Nationality Act
